Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Course Manager,Chrome 84.0.4147.105,,,2020-07-31 16:52:53,2020-07-31 17:01:12,8m - 18.831s,PASSED
,,,,,,,
Test Cases/Login/TC00 - Login,Chrome 84.0.4147.105,,,2020-07-31 16:52:53,2020-07-31 16:53:08,14.327s,PASSED
"openBrowser("""")",Chrome 84.0.4147.105,,,2020-07-31 16:52:54,2020-07-31 16:52:59,5.513s,PASSED
maximizeWindow(),Chrome 84.0.4147.105,,,2020-07-31 16:52:59,2020-07-31 16:53:01,2.165s,PASSED
"navigateToUrl(""http://demos1.stral.in/PGCTechnologyServices/site/login"")",Chrome 84.0.4147.105,,,2020-07-31 16:53:01,2020-07-31 16:53:05,3.715s,PASSED
"setText(findTestObject(""Object Repository/Login/input_User ID  Email Address_LoginFormusername""), ""jeffdy010203@gmail.com"")",Chrome 84.0.4147.105,,,2020-07-31 16:53:05,2020-07-31 16:53:06,1.076s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/input_Password_LoginFormpassword""), ""mpwtaF1AOAT+pVLiPGdxib800znL7mVX"")",Chrome 84.0.4147.105,,,2020-07-31 16:53:06,2020-07-31 16:53:07,0.678s,PASSED
"click(findTestObject(""Object Repository/Login/button_Login""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:07,2020-07-31 16:53:08,0.661s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-006-CM-Duplicate button,Chrome 84.0.4147.105,,,2020-07-31 16:53:08,2020-07-31 16:53:42,34.119s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:08,2020-07-31 16:53:13,5.013s,PASSED
"doubleClick(findTestObject(""Course Manager/div_Course Manager""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:13,2020-07-31 16:53:15,2.101s,PASSED
"scrollToElement(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""), 0)",Chrome 84.0.4147.105,,,2020-07-31 16:53:15,2020-07-31 16:53:16,0.412s,PASSED
"click(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:16,2020-07-31 16:53:16,0.609s,PASSED
"click(findTestObject(""Object Repository/Course Manager/button_Duplicate""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:16,2020-07-31 16:53:22,5.975s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_Choose                              _822a55""), ""2"", true)",Chrome 84.0.4147.105,,,2020-07-31 16:53:22,2020-07-31 16:53:25,3.009s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_ChooseBlended Learning (OnlineFace-t_17004a""), ""175"", true)",Chrome 84.0.4147.105,,,2020-07-31 16:53:25,2020-07-31 16:53:27,1.867s,PASSED
"click(findTestObject(""Course Manager/a_Deadlines""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:27,2020-07-31 16:53:28,0.873s,PASSED
"click(findTestObject(""Course Manager/input_Evaluation Completion""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:28,2020-07-31 16:53:29,1.614s,PASSED
"click(findTestObject(""Course Manager/div_31 (August)""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:29,2020-07-31 16:53:30,0.833s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:30,2020-07-31 16:53:31,0.983s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:31,2020-07-31 16:53:33,1.454s,PASSED
"click(findTestObject(""Course Manager/a_Finish""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:33,2020-07-31 16:53:34,1.371s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:34,2020-07-31 16:53:42,7.530s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-007-CM-Details Button,Chrome 84.0.4147.105,,,2020-07-31 16:53:42,2020-07-31 16:54:47,1m - 5.075s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:42,2020-07-31 16:53:43,0.482s,PASSED
"click(findTestObject(""Course Manager/a_MODIFY""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:43,2020-07-31 16:53:46,3.491s,PASSED
"click(findTestObject(""Course Manager/a_Deadlines""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:46,2020-07-31 16:53:49,2.408s,PASSED
"click(findTestObject(""Course Manager/input_Evaluation Completion""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:49,2020-07-31 16:53:50,1.701s,PASSED
"click(findTestObject(""Course Manager/div_31 (August)""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:50,2020-07-31 16:53:51,0.843s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:51,2020-07-31 16:53:52,1.087s,PASSED
"click(findTestObject(""Course Manager/a_Finish""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:52,2020-07-31 16:53:54,1.743s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.105,,,2020-07-31 16:53:54,2020-07-31 16:54:01,7.020s,PASSED
"scrollToElement(findTestObject(""Course Manager/button_DETAILS""), 0)",Chrome 84.0.4147.105,,,2020-07-31 16:54:01,2020-07-31 16:54:01,0.350s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:01,2020-07-31 16:54:02,0.590s,PASSED
"click(findTestObject(""Course Manager/a_DENY""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:02,2020-07-31 16:54:02,0.577s,PASSED
acceptAlert(),Chrome 84.0.4147.105,,,2020-07-31 16:54:02,2020-07-31 16:54:03,0.063s,PASSED
"setText(findTestObject(""Course Manager/textarea_Reason For Decline_reason""), ""This is a Test"")",Chrome 84.0.4147.105,,,2020-07-31 16:54:03,2020-07-31 16:54:04,1.090s,PASSED
"click(findTestObject(""Course Manager/button_Submit (Deny)""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:04,2020-07-31 16:54:04,0.481s,PASSED
"scrollToElement(findTestObject(""Course Manager/p_Declined""), 0)",Chrome 84.0.4147.105,,,2020-07-31 16:54:04,2020-07-31 16:54:05,0.927s,PASSED
"verifyElementVisible(findTestObject(""Course Manager/p_Declined""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:05,2020-07-31 16:54:06,1.472s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:06,2020-07-31 16:54:07,0.461s,PASSED
"click(findTestObject(""Course Manager/a_APPROVE""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:07,2020-07-31 16:54:07,0.412s,PASSED
acceptAlert(),Chrome 84.0.4147.105,,,2020-07-31 16:54:07,2020-07-31 16:54:07,0.027s,PASSED
"scrollToElement(findTestObject(""Course Manager/a_Tools""), 0)",Chrome 84.0.4147.105,,,2020-07-31 16:54:07,2020-07-31 16:54:08,0.960s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:08,2020-07-31 16:54:11,3.053s,PASSED
"click(findTestObject(""Course Manager/div_Course Manager""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:11,2020-07-31 16:54:14,2.322s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:14,2020-07-31 16:54:14,0.528s,PASSED
"click(findTestObject(""Course Manager/a_DUPLICATE""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:14,2020-07-31 16:54:19,4.471s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_Choose                              _822a55""), ""2"", true)",Chrome 84.0.4147.105,,,2020-07-31 16:54:19,2020-07-31 16:54:22,3.267s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:22,2020-07-31 16:54:23,1.409s,PASSED
"click(findTestObject(""Course Manager/a_Finish""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:23,2020-07-31 16:54:25,1.734s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:25,2020-07-31 16:54:34,8.461s,PASSED
"scrollToElement(findTestObject(""Course Manager/button_DETAILS""), 0)",Chrome 84.0.4147.105,,,2020-07-31 16:54:34,2020-07-31 16:54:34,0.345s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:34,2020-07-31 16:54:34,0.523s,PASSED
"click(findTestObject(""Course Manager/a_ENROLLMENT""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:34,2020-07-31 16:54:38,3.142s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:38,2020-07-31 16:54:40,2.386s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:40,2020-07-31 16:54:40,0.389s,PASSED
"click(findTestObject(""Course Manager/a_CANCEL""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:40,2020-07-31 16:54:41,0.465s,PASSED
acceptAlert(),Chrome 84.0.4147.105,,,2020-07-31 16:54:41,2020-07-31 16:54:41,0.023s,PASSED
"setText(findTestObject(""Course Manager/textarea_Reason For Cancel_reason_cancel""), ""This is a test"")",Chrome 84.0.4147.105,,,2020-07-31 16:54:41,2020-07-31 16:54:43,1.880s,PASSED
"click(findTestObject(""Course Manager/button_Submit_Cancel""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:43,2020-07-31 16:54:43,0.523s,PASSED
"scrollToElement(findTestObject(""Object Repository/Course Manager/p_Cancelled""), 0)",Chrome 84.0.4147.105,,,2020-07-31 16:54:43,2020-07-31 16:54:44,0.959s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Course Manager/p_Cancelled""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:44,2020-07-31 16:54:46,1.596s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:46,2020-07-31 16:54:46,0.436s,PASSED
"click(findTestObject(""Course Manager/a_DELETE""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:46,2020-07-31 16:54:47,0.476s,PASSED
acceptAlert(),Chrome 84.0.4147.105,,,2020-07-31 16:54:47,2020-07-31 16:54:47,0.018s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-008-CM-Re Opening Ended course,Chrome 84.0.4147.105,,,2020-07-31 16:54:47,2020-07-31 16:55:42,54.865s,PASSED
"scrollToElement(findTestObject(""Course Manager/button_DETAILS""), 0)",Chrome 84.0.4147.105,,,2020-07-31 16:54:47,2020-07-31 16:54:48,0.352s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-07-31 16:54:48,2020-07-31 16:54:49,1.646s,PASSED
