Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Course Manager,Chrome 84.0.4147.105,,,2020-08-04 10:52:55,2020-08-04 10:57:35,4m - 40.670s,FAILED
,,,,,,,
Test Cases/Login/TC00 - Login,Chrome 84.0.4147.105,,,2020-08-04 10:52:55,2020-08-04 10:53:15,19.739s,PASSED
"openBrowser("""")",Chrome 84.0.4147.105,,,2020-08-04 10:52:56,2020-08-04 10:53:01,5.657s,PASSED
maximizeWindow(),Chrome 84.0.4147.105,,,2020-08-04 10:53:01,2020-08-04 10:53:03,2.208s,PASSED
"navigateToUrl(""http://demos1.stral.in/PGCTechnologyServices/site/login"")",Chrome 84.0.4147.105,,,2020-08-04 10:53:03,2020-08-04 10:53:13,9.191s,PASSED
"setText(findTestObject(""Object Repository/Login/input_User ID  Email Address_LoginFormusername""), ""jeffdy010203@gmail.com"")",Chrome 84.0.4147.105,,,2020-08-04 10:53:13,2020-08-04 10:53:13,0.921s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/input_Password_LoginFormpassword""), ""mpwtaF1AOAT+pVLiPGdxib800znL7mVX"")",Chrome 84.0.4147.105,,,2020-08-04 10:53:13,2020-08-04 10:53:14,0.681s,PASSED
"click(findTestObject(""Object Repository/Login/button_Login""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:14,2020-08-04 10:53:15,0.641s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-006-CM-Duplicate button,Chrome 84.0.4147.105,,,2020-08-04 10:53:15,2020-08-04 10:54:07,52.019s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:15,2020-08-04 10:53:30,14.858s,PASSED
"doubleClick(findTestObject(""Course Manager/div_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:30,2020-08-04 10:53:33,3.122s,PASSED
"scrollToElement(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""), 0)",Chrome 84.0.4147.105,,,2020-08-04 10:53:33,2020-08-04 10:53:34,0.480s,PASSED
"click(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:34,2020-08-04 10:53:34,0.418s,PASSED
"click(findTestObject(""Object Repository/Course Manager/button_Duplicate""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:34,2020-08-04 10:53:42,7.710s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_Choose                              _822a55""), ""2"", true)",Chrome 84.0.4147.105,,,2020-08-04 10:53:42,2020-08-04 10:53:46,3.822s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_ChooseBlended Learning (OnlineFace-t_17004a""), ""175"", true)",Chrome 84.0.4147.105,,,2020-08-04 10:53:46,2020-08-04 10:53:48,1.980s,PASSED
"click(findTestObject(""Course Manager/a_Deadlines""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:48,2020-08-04 10:53:49,0.748s,PASSED
"click(findTestObject(""Course Manager/input_Evaluation Completion""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:49,2020-08-04 10:53:50,1.615s,PASSED
"click(findTestObject(""Course Manager/div_31 (August)""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:50,2020-08-04 10:53:51,0.721s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:51,2020-08-04 10:53:52,0.840s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:52,2020-08-04 10:53:55,2.907s,PASSED
"click(findTestObject(""Course Manager/a_Finish""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:55,2020-08-04 10:53:56,1.441s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-04 10:53:56,2020-08-04 10:54:07,10.696s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-007-CM-Details Button,Chrome 84.0.4147.105,,,2020-08-04 10:54:07,2020-08-04 10:55:12,1m - 4.796s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:07,2020-08-04 10:54:08,0.398s,PASSED
"click(findTestObject(""Course Manager/a_MODIFY""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:08,2020-08-04 10:54:10,2.728s,PASSED
"click(findTestObject(""Course Manager/a_Deadlines""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:10,2020-08-04 10:54:13,2.316s,PASSED
"click(findTestObject(""Course Manager/input_Evaluation Completion""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:13,2020-08-04 10:54:14,1.446s,PASSED
"click(findTestObject(""Course Manager/div_31 (August)""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:14,2020-08-04 10:54:15,0.680s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:15,2020-08-04 10:54:16,0.885s,PASSED
"click(findTestObject(""Course Manager/a_Finish""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:16,2020-08-04 10:54:17,1.417s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:17,2020-08-04 10:54:25,7.924s,PASSED
"scrollToElement(findTestObject(""Course Manager/button_DETAILS""), 0)",Chrome 84.0.4147.105,,,2020-08-04 10:54:25,2020-08-04 10:54:25,0.334s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:25,2020-08-04 10:54:26,0.439s,PASSED
"click(findTestObject(""Course Manager/a_DENY""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:26,2020-08-04 10:54:26,0.379s,PASSED
acceptAlert(),Chrome 84.0.4147.105,,,2020-08-04 10:54:26,2020-08-04 10:54:26,0.037s,PASSED
"setText(findTestObject(""Course Manager/textarea_Reason For Decline_reason""), ""This is a Test"")",Chrome 84.0.4147.105,,,2020-08-04 10:54:26,2020-08-04 10:54:27,0.940s,PASSED
"click(findTestObject(""Course Manager/button_Submit (Deny)""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:27,2020-08-04 10:54:27,0.365s,PASSED
"scrollToElement(findTestObject(""Course Manager/p_Declined""), 0)",Chrome 84.0.4147.105,,,2020-08-04 10:54:27,2020-08-04 10:54:30,2.948s,PASSED
"verifyElementVisible(findTestObject(""Course Manager/p_Declined""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:30,2020-08-04 10:54:32,1.538s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:32,2020-08-04 10:54:32,0.393s,PASSED
"click(findTestObject(""Course Manager/a_APPROVE""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:32,2020-08-04 10:54:33,0.386s,PASSED
acceptAlert(),Chrome 84.0.4147.105,,,2020-08-04 10:54:33,2020-08-04 10:54:33,0.014s,PASSED
"scrollToElement(findTestObject(""Course Manager/a_Tools""), 0)",Chrome 84.0.4147.105,,,2020-08-04 10:54:33,2020-08-04 10:54:34,1.031s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:34,2020-08-04 10:54:37,3.134s,PASSED
"click(findTestObject(""Course Manager/div_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:37,2020-08-04 10:54:39,1.977s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-08-04 10:54:39,2020-08-04 10:54:39,0.423s,PASSED
