Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Course Manager,Chrome 84.0.4147.105,,,2020-08-10 19:11:39,2020-08-10 19:18:36,6m - 57.257s,PASSED
,,,,,,,
Test Cases/Login/TC00 - Login,Chrome 84.0.4147.105,,,2020-08-10 19:11:39,2020-08-10 19:12:00,20.453s,PASSED
"openBrowser("""")",Chrome 84.0.4147.105,,,2020-08-10 19:11:40,2020-08-10 19:11:45,5.174s,PASSED
maximizeWindow(),Chrome 84.0.4147.105,,,2020-08-10 19:11:45,2020-08-10 19:11:47,2.194s,PASSED
"navigateToUrl(""http://demos1.stral.in/PGCTechnologyServices/site/login"")",Chrome 84.0.4147.105,,,2020-08-10 19:11:47,2020-08-10 19:11:50,2.953s,PASSED
"setText(findTestObject(""Object Repository/Login/input_User ID  Email Address_LoginFormusername""), ""jeffdy010203@gmail.com"")",Chrome 84.0.4147.105,,,2020-08-10 19:11:50,2020-08-10 19:11:51,0.976s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/input_Password_LoginFormpassword""), ""mpwtaF1AOAT+pVLiPGdxib800znL7mVX"")",Chrome 84.0.4147.105,,,2020-08-10 19:11:51,2020-08-10 19:11:52,0.716s,PASSED
"click(findTestObject(""Object Repository/Login/button_Login""))",Chrome 84.0.4147.105,,,2020-08-10 19:11:52,2020-08-10 19:11:52,0.637s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.105,,,2020-08-10 19:11:52,2020-08-10 19:11:58,5.307s,PASSED
"doubleClick(findTestObject(""Course Manager/div_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-10 19:11:58,2020-08-10 19:12:00,2.080s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-006-CM-Duplicate button,Chrome 84.0.4147.105,,,2020-08-10 19:12:00,2020-08-10 19:12:28,27.751s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.105,,,2020-08-10 19:12:00,2020-08-10 19:12:02,1.733s,PASSED
