Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Course Manager,Chrome 84.0.4147.105,,,2020-08-05 14:30:47,2020-08-05 14:35:20,4m - 33.845s,FAILED
,,,,,,,
Test Cases/Login/TC00 - Login,Chrome 84.0.4147.105,,,2020-08-05 14:30:47,2020-08-05 14:31:05,17.992s,PASSED
"openBrowser("""")",Chrome 84.0.4147.105,,,2020-08-05 14:30:47,2020-08-05 14:30:53,5.159s,PASSED
maximizeWindow(),Chrome 84.0.4147.105,,,2020-08-05 14:30:53,2020-08-05 14:30:55,2.159s,PASSED
"navigateToUrl(""http://demos1.stral.in/PGCTechnologyServices/site/login"")",Chrome 84.0.4147.105,,,2020-08-05 14:30:55,2020-08-05 14:31:03,7.984s,PASSED
"setText(findTestObject(""Object Repository/Login/input_User ID  Email Address_LoginFormusername""), ""jeffdy010203@gmail.com"")",Chrome 84.0.4147.105,,,2020-08-05 14:31:03,2020-08-05 14:31:04,0.904s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/input_Password_LoginFormpassword""), ""mpwtaF1AOAT+pVLiPGdxib800znL7mVX"")",Chrome 84.0.4147.105,,,2020-08-05 14:31:04,2020-08-05 14:31:04,0.666s,PASSED
"click(findTestObject(""Object Repository/Login/button_Login""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:04,2020-08-05 14:31:05,0.662s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-006-CM-Duplicate button,Chrome 84.0.4147.105,,,2020-08-05 14:31:05,2020-08-05 14:31:49,44.161s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:05,2020-08-05 14:31:16,11.139s,PASSED
"doubleClick(findTestObject(""Course Manager/div_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:16,2020-08-05 14:31:19,2.624s,PASSED
"scrollToElement(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""), 0)",Chrome 84.0.4147.105,,,2020-08-05 14:31:19,2020-08-05 14:31:20,0.439s,PASSED
"click(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:20,2020-08-05 14:31:20,0.441s,PASSED
"click(findTestObject(""Object Repository/Course Manager/button_Duplicate""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:20,2020-08-05 14:31:27,7.235s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_Choose                              _822a55""), ""2"", true)",Chrome 84.0.4147.105,,,2020-08-05 14:31:27,2020-08-05 14:31:31,3.562s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_ChooseBlended Learning (OnlineFace-t_17004a""), ""175"", true)",Chrome 84.0.4147.105,,,2020-08-05 14:31:31,2020-08-05 14:31:33,1.948s,PASSED
"click(findTestObject(""Course Manager/a_Deadlines""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:33,2020-08-05 14:31:33,0.746s,PASSED
"click(findTestObject(""Course Manager/input_Evaluation Completion""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:33,2020-08-05 14:31:35,1.844s,PASSED
"click(findTestObject(""Course Manager/div_31 (August)""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:35,2020-08-05 14:31:36,0.740s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:36,2020-08-05 14:31:37,0.826s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:37,2020-08-05 14:31:39,1.759s,PASSED
"click(findTestObject(""Course Manager/a_Finish""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:39,2020-08-05 14:31:40,1.725s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:40,2020-08-05 14:31:49,8.781s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-007-CM-Details Button,Chrome 84.0.4147.105,,,2020-08-05 14:31:49,2020-08-05 14:33:00,1m - 10.401s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:49,2020-08-05 14:31:50,0.390s,PASSED
"click(findTestObject(""Course Manager/a_MODIFY""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:50,2020-08-05 14:31:53,2.926s,PASSED
"click(findTestObject(""Course Manager/a_Deadlines""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:53,2020-08-05 14:31:56,2.899s,PASSED
"click(findTestObject(""Course Manager/input_Evaluation Completion""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:56,2020-08-05 14:31:57,1.656s,PASSED
"click(findTestObject(""Course Manager/div_31 (August)""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:57,2020-08-05 14:31:58,0.693s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.105,,,2020-08-05 14:31:58,2020-08-05 14:31:59,0.873s,PASSED
