Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Course Manager,Chrome 84.0.4147.105,,,2020-08-05 09:08:29,2020-08-05 09:13:39,5m - 10.102s,FAILED
,,,,,,,
Test Cases/Login/TC00 - Login,Chrome 84.0.4147.105,,,2020-08-05 09:08:29,2020-08-05 09:08:45,15.538s,PASSED
"openBrowser("""")",Chrome 84.0.4147.105,,,2020-08-05 09:08:30,2020-08-05 09:08:35,5.567s,PASSED
maximizeWindow(),Chrome 84.0.4147.105,,,2020-08-05 09:08:35,2020-08-05 09:08:38,2.198s,PASSED
"navigateToUrl(""http://demos1.stral.in/PGCTechnologyServices/site/login"")",Chrome 84.0.4147.105,,,2020-08-05 09:08:38,2020-08-05 09:08:42,4.699s,PASSED
"setText(findTestObject(""Object Repository/Login/input_User ID  Email Address_LoginFormusername""), ""jeffdy010203@gmail.com"")",Chrome 84.0.4147.105,,,2020-08-05 09:08:42,2020-08-05 09:08:43,1.028s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/input_Password_LoginFormpassword""), ""mpwtaF1AOAT+pVLiPGdxib800znL7mVX"")",Chrome 84.0.4147.105,,,2020-08-05 09:08:43,2020-08-05 09:08:44,0.712s,PASSED
"click(findTestObject(""Object Repository/Login/button_Login""))",Chrome 84.0.4147.105,,,2020-08-05 09:08:44,2020-08-05 09:08:45,0.723s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-006-CM-Duplicate button,Chrome 84.0.4147.105,,,2020-08-05 09:08:45,2020-08-05 09:09:25,40.084s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.105,,,2020-08-05 09:08:46,2020-08-05 09:08:53,7.190s,PASSED
"doubleClick(findTestObject(""Course Manager/div_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-05 09:08:53,2020-08-05 09:08:56,2.778s,PASSED
"scrollToElement(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""), 0)",Chrome 84.0.4147.105,,,2020-08-05 09:08:56,2020-08-05 09:08:56,0.550s,PASSED
"click(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""))",Chrome 84.0.4147.105,,,2020-08-05 09:08:56,2020-08-05 09:08:57,0.469s,PASSED
"click(findTestObject(""Object Repository/Course Manager/button_Duplicate""))",Chrome 84.0.4147.105,,,2020-08-05 09:08:57,2020-08-05 09:09:05,8.381s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_Choose                              _822a55""), ""2"", true)",Chrome 84.0.4147.105,,,2020-08-05 09:09:05,2020-08-05 09:09:08,3.194s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_ChooseBlended Learning (OnlineFace-t_17004a""), ""175"", true)",Chrome 84.0.4147.105,,,2020-08-05 09:09:08,2020-08-05 09:09:10,1.894s,PASSED
"click(findTestObject(""Course Manager/a_Deadlines""))",Chrome 84.0.4147.105,,,2020-08-05 09:09:10,2020-08-05 09:09:11,0.953s,PASSED
"click(findTestObject(""Course Manager/input_Evaluation Completion""))",Chrome 84.0.4147.105,,,2020-08-05 09:09:11,2020-08-05 09:09:13,1.742s,PASSED
"click(findTestObject(""Course Manager/div_31 (August)""))",Chrome 84.0.4147.105,,,2020-08-05 09:09:13,2020-08-05 09:09:14,0.849s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-08-05 09:09:14,2020-08-05 09:09:15,0.994s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.105,,,2020-08-05 09:09:15,2020-08-05 09:09:16,1.781s,PASSED
"click(findTestObject(""Course Manager/a_Finish""))",Chrome 84.0.4147.105,,,2020-08-05 09:09:16,2020-08-05 09:09:18,1.551s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-05 09:09:18,2020-08-05 09:09:25,6.972s,PASSED
,,,,,,,
