Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Course Manager,Chrome 84.0.4147.105,,,2020-07-31 15:14:22,2020-07-31 15:22:31,8m - 8.592s,FAILED
,,,,,,,
Test Cases/Login/TC00 - Login,Chrome 84.0.4147.105,,,2020-07-31 15:14:23,2020-07-31 15:14:38,15.857s,PASSED
"openBrowser("""")",Chrome 84.0.4147.105,,,2020-07-31 15:14:23,2020-07-31 15:14:29,5.692s,PASSED
maximizeWindow(),Chrome 84.0.4147.105,,,2020-07-31 15:14:29,2020-07-31 15:14:31,2.272s,PASSED
"navigateToUrl(""http://demos1.stral.in/PGCTechnologyServices/site/login"")",Chrome 84.0.4147.105,,,2020-07-31 15:14:31,2020-07-31 15:14:36,4.883s,PASSED
"setText(findTestObject(""Object Repository/Login/input_User ID  Email Address_LoginFormusername""), ""jeffdy010203@gmail.com"")",Chrome 84.0.4147.105,,,2020-07-31 15:14:36,2020-07-31 15:14:37,1.034s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/input_Password_LoginFormpassword""), ""mpwtaF1AOAT+pVLiPGdxib800znL7mVX"")",Chrome 84.0.4147.105,,,2020-07-31 15:14:37,2020-07-31 15:14:38,0.760s,PASSED
"click(findTestObject(""Object Repository/Login/button_Login""))",Chrome 84.0.4147.105,,,2020-07-31 15:14:38,2020-07-31 15:14:38,0.710s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-006-CM-Duplicate button,Chrome 84.0.4147.105,,,2020-07-31 15:14:38,2020-07-31 15:15:15,36.086s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.105,,,2020-07-31 15:14:39,2020-07-31 15:14:45,5.790s,PASSED
"doubleClick(findTestObject(""Course Manager/div_Course Manager""))",Chrome 84.0.4147.105,,,2020-07-31 15:14:45,2020-07-31 15:14:47,2.323s,PASSED
"scrollToElement(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""), 0)",Chrome 84.0.4147.105,,,2020-07-31 15:14:47,2020-07-31 15:14:48,0.463s,PASSED
"click(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""))",Chrome 84.0.4147.105,,,2020-07-31 15:14:48,2020-07-31 15:14:48,0.514s,PASSED
"click(findTestObject(""Object Repository/Course Manager/button_Duplicate""))",Chrome 84.0.4147.105,,,2020-07-31 15:14:48,2020-07-31 15:14:54,5.887s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_Choose                              _822a55""), ""2"", true)",Chrome 84.0.4147.105,,,2020-07-31 15:14:54,2020-07-31 15:14:57,3.123s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_ChooseBlended Learning (OnlineFace-t_17004a""), ""175"", true)",Chrome 84.0.4147.105,,,2020-07-31 15:14:57,2020-07-31 15:14:59,1.768s,PASSED
"click(findTestObject(""Course Manager/a_Deadlines""))",Chrome 84.0.4147.105,,,2020-07-31 15:14:59,2020-07-31 15:15:00,0.906s,PASSED
"click(findTestObject(""Course Manager/input_Evaluation Completion""))",Chrome 84.0.4147.105,,,2020-07-31 15:15:00,2020-07-31 15:15:01,1.691s,PASSED
"click(findTestObject(""Course Manager/div_31 (August)""))",Chrome 84.0.4147.105,,,2020-07-31 15:15:01,2020-07-31 15:15:02,0.725s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-07-31 15:15:02,2020-07-31 15:15:03,1.095s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.105,,,2020-07-31 15:15:03,2020-07-31 15:15:05,1.737s,PASSED
"click(findTestObject(""Course Manager/a_Finish""))",Chrome 84.0.4147.105,,,2020-07-31 15:15:05,2020-07-31 15:15:06,1.446s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.105,,,2020-07-31 15:15:06,2020-07-31 15:15:15,8.130s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-007-CM-Details Button,Chrome 84.0.4147.105,,,2020-07-31 15:15:15,2020-07-31 15:16:24,1m - 9.100s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-07-31 15:15:15,2020-07-31 15:15:16,0.520s,PASSED
"click(findTestObject(""Course Manager/a_MODIFY""))",Chrome 84.0.4147.105,,,2020-07-31 15:15:16,2020-07-31 15:15:19,3.586s,PASSED
"click(findTestObject(""Course Manager/a_Deadlines""))",Chrome 84.0.4147.105,,,2020-07-31 15:15:19,2020-07-31 15:15:22,2.375s,PASSED
