Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Course Manager,Chrome 84.0.4147.125,,,2020-08-11 13:13:22,2020-08-11 13:22:04,8m - 42.006s,PASSED
,,,,,,,
Test Cases/Login/TC00 - Login,Chrome 84.0.4147.125,,,2020-08-11 13:13:22,2020-08-11 13:13:53,31.073s,PASSED
"openBrowser("""")",Chrome 84.0.4147.125,,,2020-08-11 13:13:23,2020-08-11 13:13:28,5.123s,PASSED
maximizeWindow(),Chrome 84.0.4147.125,,,2020-08-11 13:13:28,2020-08-11 13:13:30,2.198s,PASSED
"navigateToUrl(""http://demos1.stral.in/PGCTechnologyServices/site/login"")",Chrome 84.0.4147.125,,,2020-08-11 13:13:30,2020-08-11 13:13:37,7.115s,PASSED
"setText(findTestObject(""Object Repository/Login/input_User ID  Email Address_LoginFormusername""), ""jeffdy010203@gmail.com"")",Chrome 84.0.4147.125,,,2020-08-11 13:13:37,2020-08-11 13:13:38,0.893s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/input_Password_LoginFormpassword""), ""mpwtaF1AOAT+pVLiPGdxib800znL7mVX"")",Chrome 84.0.4147.125,,,2020-08-11 13:13:38,2020-08-11 13:13:39,0.649s,PASSED
"click(findTestObject(""Object Repository/Login/button_Login""))",Chrome 84.0.4147.125,,,2020-08-11 13:13:39,2020-08-11 13:13:39,0.695s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.125,,,2020-08-11 13:13:39,2020-08-11 13:13:51,11.052s,PASSED
"doubleClick(findTestObject(""Course Manager/div_Course Manager""))",Chrome 84.0.4147.125,,,2020-08-11 13:13:51,2020-08-11 13:13:53,2.892s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-006-CM-Duplicate button,Chrome 84.0.4147.125,,,2020-08-11 13:13:53,2020-08-11 13:14:35,41.625s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.125,,,2020-08-11 13:13:54,2020-08-11 13:13:56,2.216s,PASSED
"doubleClick(findTestObject(""Course Manager/div_Course Manager""))",Chrome 84.0.4147.125,,,2020-08-11 13:13:56,2020-08-11 13:14:00,3.579s,PASSED
"setText(findTestObject(""Course Manager/input_CourseManagerSearchTitle""), """")",Chrome 84.0.4147.125,,,2020-08-11 13:14:00,2020-08-11 13:14:00,0.737s,PASSED
"click(findTestObject(""Course Manager/button_Search""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:00,2020-08-11 13:14:01,0.448s,PASSED
"scrollToElement(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""), 0)",Chrome 84.0.4147.125,,,2020-08-11 13:14:01,2020-08-11 13:14:01,0.740s,PASSED
"click(findTestObject(""Course Manager/input_Duplicate_classes (EXACT)""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:01,2020-08-11 13:14:03,1.061s,PASSED
"click(findTestObject(""Object Repository/Course Manager/button_Duplicate""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:03,2020-08-11 13:14:12,9.170s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_Choose                              _822a55""), ""2"", true)",Chrome 84.0.4147.125,,,2020-08-11 13:14:12,2020-08-11 13:14:15,3.706s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_ChooseBlended Learning (OnlineFace-t_17004a""), ""175"", true)",Chrome 84.0.4147.125,,,2020-08-11 13:14:15,2020-08-11 13:14:17,1.825s,PASSED
"click(findTestObject(""Course Manager/a_Deadlines""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:17,2020-08-11 13:14:18,0.660s,PASSED
"click(findTestObject(""Course Manager/input_Evaluation Completion""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:18,2020-08-11 13:14:20,1.892s,PASSED
"click(findTestObject(""Course Manager/div_31 (August)""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:20,2020-08-11 13:14:21,0.723s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:21,2020-08-11 13:14:22,1.563s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:22,2020-08-11 13:14:24,1.784s,PASSED
"click(findTestObject(""Course Manager/a_Finish""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:24,2020-08-11 13:14:26,1.760s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:26,2020-08-11 13:14:35,9.418s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-007-CM-Details Button,Chrome 84.0.4147.125,,,2020-08-11 13:14:35,2020-08-11 13:15:54,1m - 18.892s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:35,2020-08-11 13:14:36,0.441s,PASSED
"click(findTestObject(""Course Manager/a_MODIFY""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:36,2020-08-11 13:14:41,5.652s,PASSED
"click(findTestObject(""Course Manager/a_Deadlines""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:41,2020-08-11 13:14:45,3.079s,PASSED
"click(findTestObject(""Course Manager/input_Evaluation Completion""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:45,2020-08-11 13:14:46,1.860s,PASSED
"click(findTestObject(""Course Manager/div_31 (August)""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:46,2020-08-11 13:14:47,0.692s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:47,2020-08-11 13:14:48,0.881s,PASSED
"click(findTestObject(""Course Manager/a_Finish""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:48,2020-08-11 13:14:50,1.804s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.125,,,2020-08-11 13:14:50,2020-08-11 13:15:00,9.836s,PASSED
